,subj,idx,session,pres,corr,corrw2v
0,soe101,1,-49,1,0.05084396891797869,0.03556759587750027
1,soe103,1,-49,1,0.06590164287501482,0.03930113096402821
2,soe104,1,-49,1,0.04196855887931085,0.02763517252597272
3,soe105,1,-49,1,0.048063810695358505,0.021164166340514518
4,soe106,1,-49,1,0.024797059913052307,0.018702310146754185
5,soe108,1,-49,1,0.024773814581194556,0.012675829302687151
6,soe109,1,-49,1,0.03592923107281621,0.01704463700951032
7,soe110,1,-49,1,0.03544116256820753,0.01897916779312756
8,soe111,1,-49,1,0.06275646115753741,0.03446648626841395
9,soe112,1,-49,1,0.01870851533863663,0.01971812419428523
10,soe113,1,-49,1,0.017691275440095668,0.013562589758229623
11,soe114,1,-49,1,0.02393495864356919,0.013574500981431802
12,soe115,1,-49,1,0.03213262523241711,0.02199379061059201
13,soe116,1,-49,1,0.03125792224836128,0.017854245662295463
14,soe117,1,-49,1,0.028379979890702914,0.015519656766469447
15,soe118,1,-49,1,0.036302501091379724,0.018146400598797293
16,soe120,1,-49,1,0.02850732536138816,0.01646758439941782
17,soe121,1,-49,1,0.04496065730560777,0.02256531907772203
18,soe122,1,-49,1,0.03246073780578174,0.021900753872288937
19,soe123,1,-49,1,0.0329935073979145,0.018917567195462764
20,soe124,1,-49,1,0.02665802374678256,0.012798026861412114
21,soe125,1,-49,1,0.04109611851696607,0.024864268252285982
22,soe126,1,-49,1,0.03374704373849178,0.02179448155287315
23,soe128,1,-49,1,0.020565999054481393,0.014003379848571014
24,soe129,1,-49,1,0.0352924597788955,0.020441026379343585
25,soe130,1,-49,1,0.05124464501680443,0.04187507475043457
26,soe131,1,-49,1,0.024481923650556674,0.010287785906021765
27,soe133,1,-49,1,0.01677450891972766,0.018365536103144578
28,soe134,1,-49,1,0.02803489216678328,0.020753369182388775
29,soe135,1,-49,1,0.03064182210415062,0.020328989718621623
30,soe136,1,-49,1,0.04644433595271111,0.026042887258599854
31,soe137,1,-49,1,0.04510275298504982,0.031832339617020984
32,soe138,1,-49,1,0.0657247636071572,0.03915176522317216
33,soe139,1,-49,1,0.018689074060058607,0.011335637203076334
34,soe140,1,-49,1,0.043382019622097964,0.0263273716898506
35,soe141,1,-49,1,0.0439816451316972,0.024837255414779557
36,soe142,1,-49,1,0.04563648946751498,0.02465706804932214
37,soe143,1,-49,1,0.02327032973622834,0.020719659830415734
38,soe144,1,-49,1,0.04408342239708933,0.032171539426768904
39,soe145,1,-49,1,0.017876064888546848,0.02551165259783926
40,soe101,2,-49,2,0.12151450528397859,0.07513922158854841
41,soe103,2,-49,2,0.14272087423806185,0.08595379271657871
42,soe104,2,-49,2,0.13053376444724482,0.07029329373903599
43,soe105,2,-49,2,0.1226608858001036,0.0636981201886557
44,soe106,2,-49,2,0.1021884620704758,0.05342089776449208
45,soe108,2,-49,2,0.05580124426830703,0.026093116039989338
46,soe109,2,-49,2,0.09380822505165907,0.057324100501020714
47,soe110,2,-49,2,0.09445641164595321,0.058222392484951896
48,soe111,2,-49,2,0.11965345800885818,0.06551357251656244
49,soe112,2,-49,2,0.04456601983320465,0.025113341537807796
50,soe113,2,-49,2,0.05544801438302195,0.032308853768728316
51,soe114,2,-49,2,0.07824487876737268,0.05275455239318899
52,soe115,2,-49,2,0.0875043349333917,0.051842160823385885
53,soe116,2,-49,2,0.05815068828359229,0.04441265780341032
54,soe117,2,-49,2,0.0640910233830167,0.03322064892113396
55,soe118,2,-49,2,0.07706326840508222,0.042709126338704766
56,soe120,2,-49,2,0.0924581888486455,0.053097927721725724
57,soe121,2,-49,2,0.0890986172877695,0.047389629061266286
58,soe122,2,-49,2,0.05548471663055355,0.03442595533022973
59,soe123,2,-49,2,0.10747309630105832,0.05690541705682305
60,soe124,2,-49,2,0.07487873020525103,0.045455276698404525
61,soe125,2,-49,2,0.10550030590679454,0.07373111631329929
62,soe126,2,-49,2,0.08271015665412881,0.05271075661109375
63,soe128,2,-49,2,0.05052300472309664,0.036558956665529545
64,soe129,2,-49,2,0.07843835256761975,0.05536814398615783
65,soe130,2,-49,2,0.17874069437809176,0.11792795731086714
66,soe131,2,-49,2,0.043712844895043464,0.028320738798669174
67,soe133,2,-49,2,0.04601111194887342,0.029274764042016777
68,soe134,2,-49,2,0.06085567536795151,0.03352466807724409
69,soe135,2,-49,2,0.06320305896922435,0.03275473795533414
70,soe136,2,-49,2,0.13933208788312987,0.08740888149965938
71,soe137,2,-49,2,0.13765878194836376,0.08632463151724656
72,soe138,2,-49,2,0.19753804600032135,0.1093194085717303
73,soe139,2,-49,2,0.02769828543852427,0.018018072904052187
74,soe140,2,-49,2,0.08478820335182391,0.04625356247302606
75,soe141,2,-49,2,0.09865424713263153,0.06249090877795022
76,soe142,2,-49,2,0.11367701358597648,0.06568316994676979
77,soe143,2,-49,2,0.07838617380037992,0.05349093924105295
78,soe144,2,-49,2,0.13610777426038817,0.09503972165815923
79,soe145,2,-49,2,0.07946608787808083,0.053962023149768036
80,soe101,3,-48,1,0.142092966301786,0.09080196293163609
81,soe103,3,-48,1,0.1995373396438144,0.11379300996562357
82,soe104,3,-48,1,0.1520865563388402,0.0746109527201514
83,soe105,3,-48,1,0.1268137202071205,0.0701714846020697
84,soe106,3,-48,1,0.1440134594478733,0.08222995143933286
85,soe108,3,-48,1,0.07375663071625363,0.04635196047844962
86,soe109,3,-48,1,0.09995507607515497,0.06678897075599892
87,soe110,3,-48,1,0.10681191678873425,0.06363972611688322
88,soe111,3,-48,1,0.15605525440425322,0.08198194892887906
89,soe112,3,-48,1,0.046126830349634745,0.02655571116587626
90,soe113,3,-48,1,0.06770910062094405,0.042448673892237915
91,soe114,3,-48,1,0.10940783183851913,0.0731984793764737
92,soe115,3,-48,1,0.12852863270131584,0.07928376870375713
93,soe116,3,-48,1,0.08241660334164379,0.07133755621996311
94,soe117,3,-48,1,0.1211404431938535,0.06324204307381052
95,soe118,3,-48,1,0.11296637535670997,0.06656593482445704
96,soe120,3,-48,1,0.1134245065683989,0.06854258222950514
97,soe121,3,-48,1,0.12547382342422383,0.07441518385127073
98,soe122,3,-48,1,0.07064400889527168,0.048890233376963875
99,soe123,3,-48,1,0.14507853793251616,0.08268442261548731
100,soe124,3,-48,1,0.1046289726627316,0.06808899483639998
101,soe125,3,-48,1,0.12716078165230063,0.08140797304272909
102,soe126,3,-48,1,0.11372882949660489,0.0642024059319529
103,soe128,3,-48,1,0.06579014759445498,0.04744554059198348
104,soe129,3,-48,1,0.09887166285712577,0.06936449409620413
105,soe130,3,-48,1,0.2343764243268495,0.15626740412203208
106,soe131,3,-48,1,0.07265333626209806,0.052095631591754364
107,soe133,3,-48,1,0.07030926787467093,0.04515441456357307
108,soe134,3,-48,1,0.09236819005088015,0.06006638533128894
109,soe135,3,-48,1,0.09355577037779296,0.04992306034115194
110,soe136,3,-48,1,0.1691446650385602,0.0976793002836378
111,soe137,3,-48,1,0.19068962857492808,0.12734527609323562
112,soe138,3,-48,1,0.23774666392298466,0.13120632998153164
113,soe139,3,-48,1,0.05302609773356745,0.03270507979398053
114,soe140,3,-48,1,0.1288359365447879,0.07761791806976047
115,soe141,3,-48,1,0.1313023388190784,0.08842487207819229
116,soe142,3,-48,1,0.1503071893930291,0.08521660994652863
117,soe143,3,-48,1,0.09423789627979298,0.07753293024581441
118,soe144,3,-48,1,0.20723935853150266,0.13211338067124345
119,soe145,3,-48,1,0.12861491025399463,0.08553822359979435
120,soe101,4,-48,2,0.15255071961809247,0.09367008928274381
121,soe103,4,-48,2,0.20894838605621713,0.11331332666713215
122,soe104,4,-48,2,0.15754241914111258,0.07883517553119487
123,soe105,4,-48,2,0.12204401982139303,0.07372986743750383
124,soe106,4,-48,2,0.17566810698204702,0.09890245362709281
125,soe108,4,-48,2,0.08910847228836943,0.05092831016893737
126,soe109,4,-48,2,0.11680166546894015,0.07656988282844399
127,soe110,4,-48,2,0.11855065922203245,0.06873881557886947
128,soe111,4,-48,2,0.15912091651716226,0.07947475792346982
129,soe112,4,-48,2,0.0643012468804088,0.04228641765133766
130,soe113,4,-48,2,0.08414872737075495,0.0530733745402942
131,soe114,4,-48,2,0.10997339198196003,0.0695966869026018
132,soe115,4,-48,2,0.14682101734288544,0.09142568641008944
133,soe116,4,-48,2,0.09390025005744329,0.07660088998706849
134,soe117,4,-48,2,0.1417175512880473,0.07700720257727703
135,soe118,4,-48,2,0.11267634794064504,0.06756201735779475
136,soe120,4,-48,2,0.11162902958308173,0.06484972897084466
137,soe121,4,-48,2,0.15515678677964057,0.0921683067075142
138,soe122,4,-48,2,0.08114598617281944,0.055894616410667175
139,soe123,4,-48,2,0.1330517823848848,0.07627108396720965
140,soe124,4,-48,2,0.1162288845134707,0.07500564373415983
141,soe125,4,-48,2,0.14927903677932,0.09048261130460912
142,soe126,4,-48,2,0.11819743699711308,0.06522520434415692
143,soe128,4,-48,2,0.06939118075252478,0.047288301978163715
144,soe129,4,-48,2,0.10159343664175495,0.0735360507231912
145,soe130,4,-48,2,0.262553306210233,0.16582622479950127
146,soe131,4,-48,2,0.06751777975032842,0.044398115008267305
147,soe133,4,-48,2,0.07510588513851019,0.051807733615933375
148,soe134,4,-48,2,0.09198561156256078,0.06054339569074562
149,soe135,4,-48,2,0.09343555200878216,0.04577817861663137
150,soe136,4,-48,2,0.19983137806568343,0.11912076946250835
151,soe137,4,-48,2,0.2318711459333267,0.15038702528029724
152,soe138,4,-48,2,0.24587466775664413,0.1352238631130633
153,soe139,4,-48,2,0.05520889350917278,0.03401462996994771
154,soe140,4,-48,2,0.12413780589983366,0.07099321172949084
155,soe141,4,-48,2,0.13653263686562886,0.09151036919861422
156,soe142,4,-48,2,0.16805762225408105,0.08834583590362807
157,soe143,4,-48,2,0.10919185376229947,0.08220880158675539
158,soe144,4,-48,2,0.23618653972285023,0.14877930409318146
159,soe145,4,-48,2,0.11263013721551303,0.07754771035056553
160,soe101,5,-47,1,0.1555382081315396,0.09764668601568437
161,soe103,5,-47,1,0.24229625597609608,0.1286419966893678
162,soe104,5,-47,1,0.15941080545451145,0.08447861677316064
163,soe105,5,-47,1,0.15787905687228737,0.09536035169615481
164,soe106,5,-47,1,0.203156937022333,0.11651612736751342
165,soe108,5,-47,1,0.10343696309682633,0.06654830214767199
166,soe109,5,-47,1,0.12844856420504264,0.0762248651696285
167,soe110,5,-47,1,0.1545737623877335,0.09164474706976042
168,soe111,5,-47,1,0.20171545395982463,0.10406002636473127
169,soe112,5,-47,1,0.0975824514785394,0.05401945181275909
170,soe113,5,-47,1,0.10979766842158784,0.07151108688601131
171,soe114,5,-47,1,0.13094549965401409,0.0843521631888395
172,soe115,5,-47,1,0.1565555574825453,0.09488001968249195
173,soe116,5,-47,1,0.12190988999803087,0.09378195027399447
174,soe117,5,-47,1,0.15638132539471727,0.08139090719997465
175,soe118,5,-47,1,0.131552859817241,0.08529596674862854
176,soe120,5,-47,1,0.12626377759335722,0.07260250162266556
177,soe121,5,-47,1,0.17839127492074455,0.10577470099707616
178,soe122,5,-47,1,0.1080201138216988,0.07691454116620842
179,soe123,5,-47,1,0.1453874187145103,0.08019255942280956
180,soe124,5,-47,1,0.12824337511553383,0.08456659867133581
181,soe125,5,-47,1,0.17634278266545944,0.11465487549405093
182,soe126,5,-47,1,0.1322268232256284,0.07518311933340624
183,soe128,5,-47,1,0.07545558506087156,0.0503559561009499
184,soe129,5,-47,1,0.12203311851550294,0.0883848045708793
185,soe130,5,-47,1,0.3085606762010964,0.1868767938369297
186,soe131,5,-47,1,0.08670846036643215,0.055541494696381075
187,soe133,5,-47,1,0.09438147145599926,0.06585265141447857
188,soe134,5,-47,1,0.11758905663407254,0.07828938250691268
189,soe135,5,-47,1,0.13277770390527302,0.06860828098266386
190,soe136,5,-47,1,0.24765167409631042,0.14348034026946116
191,soe137,5,-47,1,0.2471372702820853,0.16277166706153093
192,soe138,5,-47,1,0.3026838317490685,0.1736698768203047
193,soe139,5,-47,1,0.0644883875827143,0.04198106318380359
194,soe140,5,-47,1,0.13492477833740393,0.07777468884785654
195,soe141,5,-47,1,0.16496876229692112,0.10493953937047165
196,soe142,5,-47,1,0.17175825564978492,0.09123198491623637
197,soe143,5,-47,1,0.13674347813556387,0.10326062499866688
198,soe144,5,-47,1,0.2570757645396193,0.16197440514935596
199,soe145,5,-47,1,0.13488823741620481,0.09464984402143634
200,soe101,6,-47,2,0.16452003388301606,0.10079373611024707
201,soe103,6,-47,2,0.24885281442329196,0.12933398217253775
202,soe104,6,-47,2,0.17217255371714724,0.09418022246713949
203,soe105,6,-47,2,0.16621777352949346,0.10047154883620914
204,soe106,6,-47,2,0.20494985235884955,0.11687217263515985
205,soe108,6,-47,2,0.11131441745443378,0.07091099035972195
206,soe109,6,-47,2,0.1228686626502071,0.07807321371160254
207,soe110,6,-47,2,0.16192883980220543,0.09554928077937512
208,soe111,6,-47,2,0.21915706585289216,0.11475795604315767
209,soe112,6,-47,2,0.10021889349088708,0.05791902136830829
210,soe113,6,-47,2,0.1183401841796524,0.07386879102745647
211,soe114,6,-47,2,0.12920985963788909,0.08267985260704284
212,soe115,6,-47,2,0.15004414702753843,0.09009927028333081
213,soe116,6,-47,2,0.12209884562056149,0.09141634850606041
214,soe117,6,-47,2,0.14133450419813914,0.07725049252043924
215,soe118,6,-47,2,0.1302308620397685,0.0899944365922189
216,soe120,6,-47,2,0.11913898095632398,0.06752144680211133
217,soe121,6,-47,2,0.17027213815203687,0.1039068987212436
218,soe122,6,-47,2,0.10391175547441699,0.07820272814644123
219,soe123,6,-47,2,0.15684715709086253,0.08474919817222955
220,soe124,6,-47,2,0.1358277403912365,0.09252861964333223
221,soe125,6,-47,2,0.18415903342329754,0.12355491103750052
222,soe126,6,-47,2,0.1498741751450745,0.08042588508384138
223,soe128,6,-47,2,0.07254559774215198,0.04891714635273756
224,soe129,6,-47,2,0.11970767942061428,0.08695013337903379
225,soe130,6,-47,2,0.3255192754519497,0.1969854413943582
226,soe131,6,-47,2,0.08805356744833842,0.05672155205004927
227,soe133,6,-47,2,0.11609651692673913,0.07660562365463838
228,soe134,6,-47,2,0.13657404258799263,0.09018540376339211
229,soe135,6,-47,2,0.1465270870451754,0.08093863017939386
230,soe136,6,-47,2,0.25252557770715556,0.14812307313035392
231,soe137,6,-47,2,0.24886634009336303,0.16675717588770608
232,soe138,6,-47,2,0.3226229503412718,0.1898739295787078
233,soe139,6,-47,2,0.07479419826606755,0.04821821107874891
234,soe140,6,-47,2,0.13738848331199457,0.07895960429338267
235,soe141,6,-47,2,0.17474908166667616,0.1096485639002944
236,soe142,6,-47,2,0.18179358300279683,0.09854931381254275
237,soe143,6,-47,2,0.14305458667178686,0.1080258045381534
238,soe144,6,-47,2,0.25807096064033574,0.16706644540661336
239,soe145,6,-47,2,0.14410344720837284,0.09837990824905024
240,soe101,135,18,1,0.11847175103014998,0.07450713735353957
241,soe103,135,18,1,0.2184127102992912,0.11249124291507186
242,soe104,135,18,1,0.1218156328449449,0.06415587299611224
243,soe105,135,18,1,0.14413739689830696,0.08257983493213887
244,soe106,135,18,1,0.14244928978739158,0.08762992299376825
245,soe108,135,18,1,0.08527178751693924,0.0622334753808927
246,soe109,135,18,1,0.08678055232160706,0.05206219020014809
247,soe110,135,18,1,0.12496175312802024,0.0763490202483994
248,soe111,135,18,1,0.19081061455655263,0.10310352017974637
249,soe112,135,18,1,0.07412817260409238,0.04316229936350571
250,soe113,135,18,1,0.09176331055086798,0.06134449053218437
251,soe114,135,18,1,0.12321732369407594,0.07806680990877163
252,soe115,135,18,1,0.12334546361649719,0.07698935926845782
253,soe116,135,18,1,0.11554078745689648,0.0831321330732043
254,soe117,135,18,1,0.13374864569289704,0.06478218940353127
255,soe118,135,18,1,0.12798686747699764,0.08368825124674795
256,soe120,135,18,1,0.09872858248067198,0.06278834018037925
257,soe121,135,18,1,0.1331297188188685,0.0861854023602074
258,soe122,135,18,1,0.09640100846264567,0.07606576075122153
259,soe123,135,18,1,0.13110000205756636,0.07202773864334788
260,soe124,135,18,1,0.1071295940117454,0.06560112467660573
261,soe125,135,18,1,0.13661087560766608,0.09501450406393906
262,soe126,135,18,1,0.10858996243621442,0.06206523944465968
263,soe128,135,18,1,0.06523276049932353,0.04010374594515568
264,soe129,135,18,1,0.1093547121811012,0.07635112134721256
265,soe130,135,18,1,0.25940550292011044,0.1596124911241974
266,soe131,135,18,1,0.08613936473610988,0.0582952591010279
267,soe133,135,18,1,0.10155089207474616,0.06983529941151832
268,soe134,135,18,1,0.1158621618251528,0.07722738145801748
269,soe135,135,18,1,0.13159093320895396,0.07819345190222361
270,soe136,135,18,1,0.20593323918215936,0.11255585044719986
271,soe137,135,18,1,0.18015079503289802,0.12648050976376024
272,soe138,135,18,1,0.2758679028661642,0.16376993580371202
273,soe139,135,18,1,0.0658069656901398,0.041044428723543136
274,soe140,135,18,1,0.12294507491653546,0.07849781484385743
275,soe141,135,18,1,0.16101497473196652,0.09796953578820922
276,soe142,135,18,1,0.12724325205574918,0.0743256275318383
277,soe143,135,18,1,0.11565353407898363,0.09477565163356717
278,soe144,135,18,1,0.20297599282981918,0.12578909479683817
279,soe145,135,18,1,0.1326068077443947,0.09052561795703586
280,soe101,234,67,2,0.0908361121427845,0.05549940723477185
281,soe103,234,67,2,0.12638348748751033,0.0701492888000595
282,soe104,234,67,2,0.0896084470443747,0.043848260866543046
283,soe105,234,67,2,0.05458016160367688,0.03799134960059038
284,soe106,234,67,2,0.1332139921266008,0.0757986428563791
285,soe108,234,67,2,0.04693280334135882,0.03228460764225178
286,soe109,234,67,2,0.07696613373384274,0.05324276966027844
287,soe110,234,67,2,0.06663515914534383,0.03801900151253749
288,soe111,234,67,2,0.0813401883970511,0.03673115075502335
289,soe112,234,67,2,0.049654997670128695,0.02800408961209642
290,soe113,234,67,2,0.04652832938223742,0.03262143906735148
291,soe114,234,67,2,0.06425604741596642,0.04008732981980363
292,soe115,234,67,2,0.09767931095836765,0.06068287983347989
293,soe116,234,67,2,0.05192092947656139,0.04453523698893956
294,soe117,234,67,2,0.09701776181604763,0.05339961702515474
295,soe118,234,67,2,0.06440188614156786,0.038389990852446196
296,soe120,234,67,2,0.06624907702023958,0.034047595374592565
297,soe121,234,67,2,0.10259057421283331,0.06556522562715919
298,soe122,234,67,2,0.04311378126599009,0.03070441815496287
299,soe123,234,67,2,0.07491957523747206,0.040991209257188965
300,soe124,234,67,2,0.09348641637210144,0.05832076807857801
301,soe125,234,67,2,0.10338665353869046,0.05898666970244674
302,soe126,234,67,2,0.07383153873509032,0.03863088420102425
303,soe128,234,67,2,0.03972842443618063,0.023254969998763267
304,soe129,234,67,2,0.054736977175855954,0.040339197562043086
305,soe130,234,67,2,0.19786639324518399,0.12246266235958615
306,soe131,234,67,2,0.03668166172657362,0.024910176303128306
307,soe133,234,67,2,0.045962728936296625,0.029973401129237555
308,soe134,234,67,2,0.057945069353066134,0.037825745867058405
309,soe135,234,67,2,0.05955258200331133,0.027646278667563504
310,soe136,234,67,2,0.14567699230072453,0.07965772834367708
311,soe137,234,67,2,0.19127119629277856,0.12362019029802623
312,soe138,234,67,2,0.1702167086099343,0.08855330282294682
313,soe139,234,67,2,0.03708675049333105,0.026620250927426908
314,soe140,234,67,2,0.06833368692711059,0.03949950554512507
315,soe141,234,67,2,0.09012907151462167,0.06052927296168682
316,soe142,234,67,2,0.1187784393629352,0.059613766289490035
317,soe143,234,67,2,0.08621306843587549,0.06339119947709423
318,soe144,234,67,2,0.2102582598868095,0.12704199651398665
319,soe145,234,67,2,0.07246230754889026,0.046747602008565835
320,soe101,246,73,2,0.07531462296736283,0.038975056022942066
321,soe103,246,73,2,0.09032608310142114,0.048507396281560894
322,soe104,246,73,2,0.08135862426253515,0.046489909899553705
323,soe105,246,73,2,0.054344209393952556,0.04029575396661267
324,soe106,246,73,2,0.11737686846862043,0.06306420465721163
325,soe108,246,73,2,0.0364992346614785,0.024761416182595676
