,subj,idx,session,pres,corr,corrw2v
643,soe105,56,-22,2,0.06365960073738276,0.037105187586942874
644,soe106,56,-22,2,0.063008691642763,0.037979640104774066
645,soe108,56,-22,2,0.038903828802832816,0.0264712736428052
646,soe109,56,-22,2,0.012138985982149865,0.0046897056566307755
647,soe110,56,-22,2,0.04369951705958673,0.022968503057395014
648,soe111,56,-22,2,0.08989546358726744,0.05124890704378304
649,soe112,56,-22,2,0.04609745589526911,0.027551070857669346
650,soe113,56,-22,2,0.039659091710907264,0.03215840682048705
651,soe114,56,-22,2,0.03709364130486616,0.026319008582361823
652,soe115,56,-22,2,0.013743529494989764,0.01101899786183204
653,soe116,56,-22,2,0.0420965233064441,0.027048378880717476
654,soe117,56,-22,2,0.021487059346331522,0.012565704272378256
655,soe118,56,-22,2,0.03221536113329834,0.0323611515132821
656,soe120,56,-22,2,0.021951203344754047,0.014783737654602457
657,soe121,56,-22,2,0.02948993358707338,0.019772417471641407
658,soe122,56,-22,2,0.04424981392972782,0.03830423179666387
659,soe123,56,-22,2,0.04531030927972408,0.021921523138017766
660,soe124,56,-22,2,0.05178815340477023,0.03233138633586224
661,soe125,56,-22,2,0.08224359855425473,0.053201010975547414
662,soe126,56,-22,2,0.036041882215009174,0.01790827547149972
663,soe128,56,-22,2,0.01005513586823493,0.003692278515082736
664,soe129,56,-22,2,0.019953934654528216,0.01972720274395715
665,soe130,56,-22,2,0.1626444747897665,0.08847134133179979
666,soe131,56,-22,2,0.02426442517481727,0.011944530515410055
667,soe133,56,-22,2,0.04291989366727998,0.023129455268390157
668,soe134,56,-22,2,0.05199152758858424,0.035382403715143076
669,soe135,56,-22,2,0.08570476562709,0.04649023864917629
670,soe136,56,-22,2,0.10586370075026869,0.055679209165940095
671,soe137,56,-22,2,0.11228908994385448,0.075387501601095
672,soe138,56,-22,2,0.16057191763609002,0.10081974077010857
673,soe139,56,-22,2,0.02521525009229618,0.010755653165544792
674,soe140,56,-22,2,0.028084625018394718,0.014722502737123845
675,soe141,56,-22,2,0.0632221190070894,0.0299548553657224
676,soe142,56,-22,2,0.037319501605996806,0.01882114012608139
677,soe143,56,-22,2,0.06643922135555753,0.04939671786362479
678,soe144,56,-22,2,0.10416843057857075,0.07139882975361249
679,soe145,56,-22,2,0.033102058115447135,0.021754533108251043
680,soe101,101,1,1,0.05084396891797869,0.03556759587750027
681,soe103,101,1,1,0.06590164287501482,0.03930113096402821
682,soe104,101,1,1,0.04196855887931085,0.02763517252597272
683,soe105,101,1,1,0.048063810695358505,0.021164166340514518
684,soe106,101,1,1,0.024797059913052307,0.018702310146754185
685,soe108,101,1,1,0.024773814581194556,0.012675829302687151
686,soe109,101,1,1,0.03592923107281621,0.01704463700951032
687,soe110,101,1,1,0.03544116256820753,0.01897916779312756
688,soe111,101,1,1,0.06275646115753741,0.03446648626841395
689,soe112,101,1,1,0.01870851533863663,0.01971812419428523
690,soe113,101,1,1,0.017691275440095668,0.013562589758229623
691,soe114,101,1,1,0.02393495864356919,0.013574500981431802
692,soe115,101,1,1,0.03213262523241711,0.02199379061059201
693,soe116,101,1,1,0.03125792224836128,0.017854245662295463
694,soe117,101,1,1,0.028379979890702914,0.015519656766469447
695,soe118,101,1,1,0.036302501091379724,0.018146400598797293
696,soe120,101,1,1,0.02850732536138816,0.01646758439941782
697,soe121,101,1,1,0.04496065730560777,0.02256531907772203
698,soe122,101,1,1,0.03246073780578174,0.021900753872288937
699,soe123,101,1,1,0.0329935073979145,0.018917567195462764
700,soe124,101,1,1,0.02665802374678256,0.012798026861412114
701,soe125,101,1,1,0.04109611851696607,0.024864268252285982
702,soe126,101,1,1,0.03374704373849178,0.02179448155287315
703,soe128,101,1,1,0.020565999054481393,0.014003379848571014
704,soe129,101,1,1,0.0352924597788955,0.020441026379343585
705,soe130,101,1,1,0.05124464501680443,0.04187507475043457
706,soe131,101,1,1,0.024481923650556674,0.010287785906021765
707,soe133,101,1,1,0.01677450891972766,0.018365536103144578
708,soe134,101,1,1,0.02803489216678328,0.020753369182388775
709,soe135,101,1,1,0.03064182210415062,0.020328989718621623
710,soe136,101,1,1,0.04644433595271111,0.026042887258599854
711,soe137,101,1,1,0.04510275298504982,0.031832339617020984
712,soe138,101,1,1,0.0657247636071572,0.03915176522317216
713,soe139,101,1,1,0.018689074060058607,0.011335637203076334
714,soe140,101,1,1,0.043382019622097964,0.0263273716898506
715,soe141,101,1,1,0.0439816451316972,0.024837255414779557
716,soe142,101,1,1,0.04563648946751498,0.02465706804932214
717,soe143,101,1,1,0.02327032973622834,0.020719659830415734
718,soe144,101,1,1,0.04408342239708933,0.032171539426768904
719,soe145,101,1,1,0.017876064888546848,0.02551165259783926
720,soe101,102,1,2,0.03512126884154205,0.019195111540703365
721,soe103,102,1,2,0.02232608931168275,0.020167339744147566
722,soe104,102,1,2,0.01845587233848953,0.005036127859233687
723,soe105,102,1,2,0.017549550406959602,0.012024055082397917
724,soe106,102,1,2,0.025669379833228506,0.011236095560168769
725,soe108,102,1,2,0.01594110745002298,0.008433301084410465
726,soe109,102,1,2,0.0123868013893062,0.0014540017292729956
727,soe110,102,1,2,0.0188232109003912,0.00715367589391276
728,soe111,102,1,2,0.012748853888321386,0.0035762844047825372
729,soe112,102,1,2,0.01081688735605624,0.0022959642188766596
730,soe113,102,1,2,0.0027587853689172446,0.001978063132577736
731,soe114,102,1,2,0.005654302151495494,0.002452216068769488
732,soe115,102,1,2,0.017322392921779475,0.010551389934915771
733,soe116,102,1,2,0.015414346437600309,0.010845431614103099
734,soe117,102,1,2,0.005978980150136156,-0.0014561838344296163
735,soe118,102,1,2,0.007253726403364845,0.004387681482434443
736,soe120,102,1,2,0.025857507763709115,0.012174093659024367
737,soe121,102,1,2,0.014324066498762071,0.009810688149950111
738,soe122,102,1,2,0.0033792100479109227,-0.002233102727669983
739,soe123,102,1,2,0.017725624030494422,0.005967016849912537
740,soe124,102,1,2,0.016762407346649515,0.004683728215031596
741,soe125,102,1,2,0.02661952134273163,0.018755214457636324
742,soe126,102,1,2,0.0098733151436616,0.013400697837622164
743,soe128,102,1,2,0.014770075170304204,0.0027644336897840976
744,soe129,102,1,2,0.008597251813746066,0.009432289178062058
745,soe130,102,1,2,0.04859185317183135,0.02795980978530141
746,soe131,102,1,2,0.0110584483194177,0.0032644044496811155
747,soe133,102,1,2,0.008250023801391343,0.00544847443518809
748,soe134,102,1,2,0.0169859631274002,0.008660254697583912
749,soe135,102,1,2,0.008508007526128252,0.0040738852508281475
750,soe136,102,1,2,0.041671386645864575,0.019247925001628318
751,soe137,102,1,2,0.03815611801645303,0.019641730312690186
752,soe138,102,1,2,0.03562885279243663,0.016366775758790714
753,soe139,102,1,2,-0.0007278581654137484,-0.000607258624460818
754,soe140,102,1,2,0.009245548605161184,0.005664979901219994
755,soe141,102,1,2,0.016134915546232413,0.00712581575077325
756,soe142,102,1,2,0.028914216799492968,0.01568460962730335
757,soe143,102,1,2,0.024865115647718233,0.015830529944973505
758,soe144,102,1,2,0.04556730578982345,0.03190583275884803
759,soe145,102,1,2,0.014789476177789451,0.015288547508733477
760,soe101,103,2,1,0.01603856637334542,0.013134315649071023
761,soe103,103,2,1,0.037892233272460905,0.019806611163703844
762,soe104,103,2,1,0.015519073394590212,0.005091256817968384
763,soe105,103,2,1,0.0075632307163302215,0.00015005622997031186
764,soe106,103,2,1,0.047903789422717495,0.031677597692183694
765,soe108,103,2,1,0.016790632339671308,0.014367755488975065
766,soe109,103,2,1,0.01494270387623601,0.012157220376469012
767,soe110,103,2,1,0.011489334287387847,0.010330077205162021
768,soe111,103,2,1,0.015347672207503387,0.007192559703564184
769,soe112,103,2,1,0.009243476172048593,0.005507395580084058
770,soe113,103,2,1,0.0061835931649637434,0.003749451719646968
771,soe114,103,2,1,0.016869042143624943,0.018249340198131694
772,soe115,103,2,1,0.02661810016272264,0.016724660057784942
773,soe116,103,2,1,0.021873330236604555,0.01620096981981638
774,soe117,103,2,1,0.021113216103556168,0.01475328403521868
775,soe118,103,2,1,0.025796962725973913,0.020772079512768122
776,soe120,103,2,1,0.015316811982344586,0.008013275198915154
777,soe121,103,2,1,0.027604800314546808,0.02201670748253104
778,soe122,103,2,1,0.0013027794332346498,0.003765088595405375
779,soe123,103,2,1,0.02981690838435801,0.013773648136930222
780,soe124,103,2,1,0.03862682508768308,0.022846362347953394
781,soe125,103,2,1,0.015265006611882655,0.004319587634834119
782,soe126,103,2,1,0.017724280812862623,0.01543142579337018
783,soe128,103,2,1,0.011293809078044875,0.010317724475533748
784,soe129,103,2,1,0.01907134559197644,0.0136106926721187
785,soe130,103,2,1,0.052744126867857635,0.03485604438867409
786,soe131,103,2,1,0.024370849882524585,0.017191562974293785
787,soe133,103,2,1,0.02491489904389892,0.015814599857411574
788,soe134,103,2,1,0.022250460460817356,0.018660728007555336
789,soe135,103,2,1,0.01416878859173074,0.010899301235935218
790,soe136,103,2,1,0.019974816068050696,0.006977677558183827
791,soe137,103,2,1,0.05397775968717399,0.037505674028835395
792,soe138,103,2,1,0.0375001233381693,0.023851841074819736
793,soe139,103,2,1,0.014355337322645396,0.00922065972121443
794,soe140,103,2,1,0.022485257189765337,0.0114797184169276
795,soe141,103,2,1,0.03531160842498746,0.020977855071550706
796,soe142,103,2,1,0.040502411230157805,0.023870133950510877
797,soe143,103,2,1,0.026559376722029154,0.020507449328796043
798,soe144,103,2,1,0.06792769266756446,0.03247838385722832
799,soe145,103,2,1,0.03024021416970103,0.022429971955743616
800,soe101,104,2,2,0.00655218651054387,0.005084079014418191
801,soe103,104,2,2,0.01023126277950062,0.004084086300883612
802,soe104,104,2,2,0.011203506605563901,0.013575886994641224
803,soe105,104,2,2,0.009011266467251842,0.005961250743759324
804,soe106,104,2,2,0.033394010010155926,0.01886323592042199
805,soe108,104,2,2,-0.0019901694932603527,0.002111010519347517
806,soe109,104,2,2,0.00585674543278478,0.010006860933879671
807,soe110,104,2,2,0.0070966118206120185,0.005997148534392964
808,soe111,104,2,2,0.0075362591580138034,0.0029152856407723667
809,soe112,104,2,2,0.015738768879080184,0.00831458115464481
810,soe113,104,2,2,-0.001337992412769172,0.0025164776971963823
811,soe114,104,2,2,0.001354647149501468,-0.0006262414900911406
812,soe115,104,2,2,0.018770341470214783,0.011351729557650918
813,soe116,104,2,2,0.011490863977647162,0.009424437101683962
814,soe117,104,2,2,0.021114259598718873,0.01198404318234196
815,soe118,104,2,2,0.015061223984343744,0.011555459764224028
816,soe120,104,2,2,0.005326954052195907,0.003027406627158136
817,soe121,104,2,2,0.012086951819553781,0.009772567473332681
818,soe122,104,2,2,0.008343612666515995,0.004128733865754965
819,soe123,104,2,2,0.005751032966348838,0.0053430940703657155
820,soe124,104,2,2,0.015006080654041338,0.01168518873108843
821,soe125,104,2,2,0.01889143614647128,0.011138277231050098
822,soe126,104,2,2,0.0028376195773832016,0.00016708423315889634
823,soe128,104,2,2,0.006515776868693952,-0.0006888735169785069
824,soe129,104,2,2,0.0024013788458283523,-0.0010749681479034624
825,soe130,104,2,2,0.03481303740015478,0.01878947452455331
826,soe131,104,2,2,0.0070750022587297515,0.0036811201139841545
827,soe133,104,2,2,-0.0008331808387358289,0.0023197271538809338
828,soe134,104,2,2,0.005262180473638271,0.007811212218561174
829,soe135,104,2,2,0.004385993799964045,0.005777353367317353
830,soe136,104,2,2,0.021425545045580294,0.009469489057675197
831,soe137,104,2,2,0.05682393802124631,0.03760113829667982
832,soe138,104,2,2,0.020982235684878444,0.01519261087648937
833,soe139,104,2,2,-0.0003277475120256012,-0.004633115068098478
834,soe140,104,2,2,0.006484401046114036,0.0006507057003085623
835,soe141,104,2,2,0.01798602320367047,0.011074402484890151
836,soe142,104,2,2,0.021354856704523174,0.010730509852206542
837,soe143,104,2,2,0.01184839284872283,0.006774702776085281
838,soe144,104,2,2,0.03885165305564291,0.02376954643010017
839,soe145,104,2,2,0.011202853064882811,0.006370800927485512
840,soe101,105,3,1,0.007045087668394323,0.008158098556530144
841,soe103,105,3,1,0.02434535852492569,0.018127402565680777
842,soe104,105,3,1,0.011526136768032673,0.008886480502461165
843,soe105,105,3,1,0.020796543497449735,0.009453294835100963
844,soe106,105,3,1,0.02349261105437621,0.009605239510962768
845,soe108,105,3,1,0.010877901816659069,0.011374462443000593
846,soe109,105,3,1,0.006736808196543857,0.0005587616610673985
847,soe110,105,3,1,0.014728321383463673,0.015095144766796447
848,soe111,105,3,1,0.028564621581431297,0.012810350197560418
849,soe112,105,3,1,0.029872274540158568,0.011616679951028495
850,soe113,105,3,1,0.01747390397323593,0.022338771515915262
851,soe114,105,3,1,0.010688076937336071,0.009800881965262815
852,soe115,105,3,1,0.00623021488294388,0.0049001119273757625
853,soe116,105,3,1,0.01647001827067593,0.009156773593122308
854,soe117,105,3,1,0.010167356206709287,0.002752487575677897
855,soe118,105,3,1,0.016587487336158526,0.012124410515721754
856,soe120,105,3,1,0.00646903979767637,0.008944722937908657
857,soe121,105,3,1,0.00996803406574752,0.009069932269422033
858,soe122,105,3,1,0.020732851816512562,0.010316954598627097
859,soe123,105,3,1,0.01518460619557973,0.006342170854372103
860,soe124,105,3,1,0.018387979999598295,0.010967752717445205
861,soe125,105,3,1,0.033861948046678414,0.021477089435101727
862,soe126,105,3,1,0.01077909318453336,0.0017199584066611207
863,soe128,105,3,1,0.0010388314915638834,0.002971829237353093
864,soe129,105,3,1,0.018539610443340154,0.01841576040260777
865,soe130,105,3,1,0.04834416045110089,0.03041558348515722
866,soe131,105,3,1,0.010865882882013062,0.0055610173399577596
867,soe133,105,3,1,0.016611424093298188,0.014496694735120925
868,soe134,105,3,1,0.013685374935477246,0.00970321897183401
869,soe135,105,3,1,0.032243708616541585,0.016732105385702092
870,soe136,105,3,1,0.04605403602405781,0.025572194765610987
871,soe137,105,3,1,0.039672776680557055,0.02551419281640604
872,soe138,105,3,1,0.07067836721367335,0.04146559964531378
873,soe139,105,3,1,0.014564865876162299,0.006686536682752049
874,soe140,105,3,1,0.004632617376451663,0.005459634717015248
875,soe141,105,3,1,0.018555845987431843,0.007274948549329407
876,soe142,105,3,1,0.010783442470134049,0.002494018369544733
877,soe143,105,3,1,0.03436474730394784,0.023187387720256396
878,soe144,105,3,1,0.03463345994182565,0.0220179831037688
879,soe145,105,3,1,0.011101994677680709,0.0014760512698221847
880,soe101,106,3,2,0.008915126106138224,0.001089169625149892
881,soe103,106,3,2,0.010620547376087143,0.01150209271360838
882,soe104,106,3,2,0.010058547590288127,0.008806576816728293
883,soe105,106,3,2,0.007736959648841024,0.00781955083461199
884,soe106,106,3,2,0.012365702215229594,0.006771023052601385
885,soe108,106,3,2,0.006596134581925939,0.002544576273020298
886,soe109,106,3,2,-0.0021379756505702677,-0.006538203010362333
887,soe110,106,3,2,0.00028152847979334076,0.0014176062545735745
888,soe111,106,3,2,0.017217979840330088,0.014442347568334306
889,soe112,106,3,2,0.0037674410058188747,0.010865642459397066
890,soe113,106,3,2,0.009499438715173725,0.0098278181930654
891,soe114,106,3,2,0.006167525761201773,0.011102611560895984
892,soe115,106,3,2,0.0006821313557428834,0.004256308645438539
893,soe116,106,3,2,0.011049245649691935,0.012075716351271963
894,soe117,106,3,2,-0.0043745640676453885,0.00023205227430430223
895,soe118,106,3,2,0.003052103905845535,0.008228135641595642
896,soe120,106,3,2,0.005045014140486137,0.0029309112124847147
897,soe121,106,3,2,0.000843789140578853,-0.0024998611364835275
898,soe122,106,3,2,0.011535018882603566,0.005884343517844992
899,soe123,106,3,2,0.0030173752105353974,-0.0036280421839398323
900,soe124,106,3,2,0.009058557584085757,0.004935017012175089
901,soe125,106,3,2,0.008217556737835356,-0.0001193232255089078
902,soe126,106,3,2,0.005012069140559563,0.002951652938838282
903,soe128,106,3,2,-6.915844836609991e-06,0.0007120760581321532
904,soe129,106,3,2,-0.004777780625555289,0.0057565731611614185
905,soe130,106,3,2,0.034655515031151385,0.023811606432296017
906,soe131,106,3,2,-0.00012052713195505691,-0.003784621018788713
907,soe133,106,3,2,0.007670262546488997,0.004915120771735314
908,soe134,106,3,2,0.02170065632053529,0.02326727385228187
909,soe135,106,3,2,0.019202896374108085,0.018246409350732126
910,soe136,106,3,2,0.013919432347846272,0.005695146419205172
911,soe137,106,3,2,0.039524597574201584,0.024188331070022075
912,soe138,106,3,2,0.030410906796650764,0.015559651242417618
913,soe139,106,3,2,0.002402346542187278,0.00344612458790106
914,soe140,106,3,2,0.005982640197222694,0.0008202976387776323
915,soe141,106,3,2,0.01582191657486505,0.00604841504249908
916,soe142,106,3,2,0.01975233219681584,0.010003342645119016
917,soe143,106,3,2,0.002005956743281837,0.0065646450578913315
918,soe144,106,3,2,0.018283966720847002,0.017128453380701566
919,soe145,106,3,2,0.005168867034756415,0.006239059514889335
920,soe101,24,-38,2,0.05775181750153435,0.028285107199945238
921,soe103,24,-38,2,0.06634897600681144,0.04395507468209276
922,soe104,24,-38,2,0.06454077554014752,0.03433996805359843
923,soe105,24,-38,2,0.04167378501928456,0.0331601487393033
924,soe106,24,-38,2,0.0882147166825966,0.0442847073831428
925,soe108,24,-38,2,0.02247696366517267,0.01597478005464079
926,soe109,24,-38,2,0.04885926449589056,0.033272742942955257
927,soe110,24,-38,2,0.04004612764851603,0.026132054531379675
928,soe111,24,-38,2,0.039970374060283885,0.012530429665432215
929,soe112,24,-38,2,0.03374923375130027,0.01711164908981179
930,soe113,24,-38,2,0.028622566161510467,0.01587090511372433
931,soe114,24,-38,2,0.03176450816485604,0.0185959724538123
932,soe115,24,-38,2,0.04995362720866252,0.031218725256021842
933,soe116,24,-38,2,0.022954606582086954,0.018810565313824062
934,soe117,24,-38,2,0.04871724054234092,0.026042272390676538
935,soe118,24,-38,2,0.027265516943465917,0.018942036748415013
936,soe120,24,-38,2,0.03263869094366513,0.016095725737194935
937,soe121,24,-38,2,0.056539506426564565,0.033176934276516044
938,soe122,24,-38,2,0.022620619526972415,0.008966177056612802
939,soe123,24,-38,2,0.04405221924829842,0.028134926316180073
940,soe124,24,-38,2,0.05786591446471922,0.030114320953509133
941,soe125,24,-38,2,0.0850108018605006,0.0453295524241466
942,soe126,24,-38,2,0.0429325586800703,0.02608434089572579
943,soe128,24,-38,2,0.02738970267281495,0.014162003895831466
944,soe129,24,-38,2,0.025754547792868593,0.02306796832597184
945,soe130,24,-38,2,0.1340705143097465,0.07879980125041748
946,soe131,24,-38,2,0.010813745434034428,0.007847319606417623
947,soe133,24,-38,2,0.016634175112123974,0.01119224798082839
948,soe134,24,-38,2,0.02783255116395257,0.02159621232199829
949,soe135,24,-38,2,0.022415768234059396,0.01239032189922003
950,soe136,24,-38,2,0.09685575493508232,0.05554305737804374
951,soe137,24,-38,2,0.14251495448292842,0.0893657535367503
952,soe138,24,-38,2,0.11376916477268294,0.06523301283210742
953,soe139,24,-38,2,0.015340156244370191,0.012896911428980746
954,soe140,24,-38,2,0.028710733221876988,0.01531572528656035
955,soe141,24,-38,2,0.05744944150329937,0.033131377307583136
956,soe142,24,-38,2,0.07380303985757371,0.03761876184725179
957,soe143,24,-38,2,0.05812754594524722,0.03680260845296417
958,soe144,24,-38,2,0.13561000785228697,0.08400456534568161
959,soe145,24,-38,2,0.03289231501203493,0.022844783499010337
